Date,Open,High,Low,Close,Volume,Symbol
2020-01-02,96.95143127441406,97.05468329790074,96.8481792509274,96.95143127441406,6791400,AGG
2020-01-02,71.80178747244021,71.91293339752724,71.75903552731313,71.7932357788086,5511000,BND
2020-01-02,48.26070102928152,48.3203239440918,48.25218486253941,48.3203239440918,2593500,BNDX
2020-01-02,65.89707061731582,66.06162721467862,65.85967502213902,66.05414581298828,15756600,HYG
2020-01-02,98.034984010003,98.265253743115,97.9818391232454,98.0704116821289,4022300,IEF
2020-01-02,49.60709817244174,49.696141779528105,49.48837462104448,49.597206115722656,302200,IGOV
2020-01-02,79.76071637200094,79.89147186279297,79.680809930843,79.89147186279297,5336600,JNK
2020-01-02,106.19052642361336,106.38084112221358,105.9588510408806,106.0995101928711,15348700,LQD
2020-01-02,99.79920959472656,99.86923290801714,99.7554391802958,99.79920959472656,2286200,MUB
2020-01-02,75.5836181640625,75.61932637229228,75.55683871055125,75.5836181640625,2665200,SHY
2020-01-02,96.8783424760644,97.09375833112728,96.8783424760644,97.05233001708984,2150700,TIP
2020-01-02,117.83858527795007,118.4760675843492,117.73521474250413,118.02810668945312,11034100,TLT
2020-01-02,75.58574111592804,75.66004411615118,75.45363849464292,75.503173828125,1836700,VCIT
2020-01-02,80.78560227891104,81.06335116575731,80.53165957458421,80.68243408203125,466000,VCLT
2020-01-02,57.4897575378418,57.59422344803615,57.463642720696136,57.4897575378418,445500,VGIT
2020-01-02,71.30549496660676,71.78228186924102,71.30549496660676,71.52686309814453,452400,VGLT
2020-01-02,53.33946268134531,53.37454611859096,53.33946268134531,53.35700607299805,478300,VGSH
2020-01-02,46.88485312601952,46.9023511391196,46.85860777507179,46.89360046386719,728200,VTEB
2020-01-02,40.743486069558905,40.76829147338867,40.72695018497156,40.76829147338867,1082400,VTIP
2020-01-03,97.13209193667817,97.26976126524792,97.03744591439516,97.23534393310548,3664300,AGG
2020-01-03,71.97278271941518,72.06683178093971,71.90438221593716,72.04972839355469,5368300,BND
2020-01-03,48.43102937907356,48.46510052740805,48.39695823073907,48.456581115722656,1683000,BNDX
2020-01-03,65.91202714577425,66.03170102823933,65.85218735122325,65.98682403564453,17342200,HYG
2020-01-03,98.44240778371837,98.74353290904558,98.34498335913872,98.72582244873048,3839600,IEF
2020-01-03,49.76539401518453,49.90390544447709,49.71592618674482,49.804969787597656,178900,IGOV
2020-01-03,79.73889799356175,79.86965344962587,79.65899711575577,79.83333587646484,4804500,JNK
2020-01-03,106.24017149500786,106.4966809689176,106.13261603858038,106.4635772705078,10110900,LQD
2020-01-03,100.0617762613285,100.21059161011628,100.0442721088727,100.15806579589844,1757400,MUB
2020-01-03,75.62823695198153,75.6639451516299,75.60145750490595,75.64608764648438,2039900,SHY
2020-01-03,97.40030118474668,97.62400395784138,97.35059226675808,97.49972534179688,1259900,TIP
2020-01-03,119.1135116397416,119.8802068692388,118.77754436265349,119.84574127197266,12366000,TLT
2020-01-03,75.61049820273546,75.76736216981249,75.54444690133523,75.71782684326172,1210700,VCIT
2020-01-03,80.9839955920685,81.30935684550525,80.92050840206612,81.2538070678711,540800,VCLT
2020-01-03,57.65515878601563,57.75961805197258,57.611629664125886,57.7422103881836,423600,VGIT
2020-01-03,72.1824387668999,72.63368440247393,71.99512778706153,72.59111785888672,310300,VGLT
2020-01-03,53.37454307375593,53.40962985505983,53.365773051459776,53.40085983276367,888800,VGSH
2020-01-03,46.99859214476948,47.05983352661133,46.98109413032823,47.05983352661133,994000,VTEB
2020-01-03,40.826171875,40.85924049544693,40.80963598782754,40.826171875,423400,VTIP
2020-01-06,97.3385916532824,97.3385916532824,97.08907091271028,97.15790557861328,8131600,AGG
2020-01-06,72.07541641572593,72.08396159029284,71.91296677647796,71.96426391601562,3710400,BND
2020-01-06,48.490673454376726,48.49918962058012,48.41401496172629,48.42253112792969,2892200,BNDX
2020-01-06,65.90455279077692,65.95691118994755,65.85967579338424,65.91950988769531,17936900,HYG
2020-01-06,98.89409251056377,98.90294436128214,98.53982252482795,98.6195297241211,2714300,IEF
2020-01-06,49.983062637755886,50.07210624867131,49.88412319554219,49.9138069152832,3902800,IGOV
2020-01-06,79.76070956445282,79.78976141136638,79.66627166452781,79.78250122070312,4226400,JNK
2020-01-06,106.48010729308494,106.62076641908943,106.02502622344736,106.10777282714844,13894300,LQD
2020-01-06,100.2105926634652,100.2718672153424,100.17557767976034,100.25435638427734,2040600,MUB
2020-01-06,75.63718887047816,75.64611081514082,75.59255190458576,75.61933135986328,1132100,SHY
2020-01-06,97.63232204439578,97.63232204439578,97.20978343713458,97.25120544433594,917500,TIP
2020-01-06,120.3368029728259,120.35403577511434,119.0101532369261,119.16522216796876,11369800,TLT
2020-01-06,75.76735983461843,75.79213379612906,75.55270256018177,75.66828918457031,2068300,VCIT
2020-01-06,81.4522111089687,81.49982348073078,80.74593267362597,80.89671325683594,580100,VCLT
2020-01-06,57.794450497746745,57.794450497746745,57.65516923735234,57.67257690429688,526600,VGIT
2020-01-06,72.92314914332768,72.92314914332768,72.1313388718803,72.24201965332031,260700,VGLT
2020-01-06,53.40086284529498,53.40086284529498,53.35700603922081,53.36577606201172,627500,VGSH
2020-01-06,47.09482574129557,47.09482574129557,47.04233170222332,47.07732772827149,899700,VTEB
2020-01-06,40.8427070185842,40.8427070185842,40.80136572445672,40.817901611328125,621500,VTIP
2020-01-07,97.15791768849904,97.15791768849904,97.03746029037234,97.05467224121094,2883000,AGG
2020-01-07,71.98990107988489,71.98990107988489,71.8787551208183,71.90440368652344,3029900,BND
2020-01-07,48.4140099971481,48.43104557701295,48.371422672088265,48.388458251953125,1831900,BNDX
2020-01-07,65.92695749038667,65.94192028627153,65.85216063086617,65.8596420288086,9640300,HYG
2020-01-07,98.60183010395303,98.69039592083774,98.47783660888672,98.47783660888672,2038800,IEF
2020-01-07,49.77529183730043,49.85443961114068,49.62688457188885,49.69614028930664,136200,IGOV
2020-01-07,79.77524480318486,79.79703646197974,79.70260409315824,79.72439575195312,3863800,JNK
2020-01-07,106.04985556578148,106.05812517662292,105.77680690369394,105.83473205566406,8211700,LQD
2020-01-07,100.31567833226686,100.33318917160528,100.27191459077768,100.30692291259766,1762100,MUB
2020-01-07,75.62826011517072,75.63718887047816,75.61040260455584,75.61933135986328,1103400,SHY
2020-01-07,97.12690524895976,97.15175971036824,96.95291137695312,96.95291137695312,810500,TIP
